document_id,hansardDate,year,month,day_of_week,scrapMethod,docLength,decade,split_type,wordCount,actual_word_count,actual_doc_length,text_source,quality_score,quality_grade,export_timestamp
673376f3d052c3fbabd8392d,1992-11-30,1992,11,Monday,tesseract,long,1990s,train,32522,33826,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337732d052c3fbabd83934,1992-12-07,1992,12,Monday,tesseract,long,1990s,train,34839,36866,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673377f8d052c3fbabd83942,1992-12-23,1992,12,Wednesday,tesseract,long,1990s,train,47062,49550,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673378dfd052c3fbabd83952,1993-05-20,1993,5,Thursday,tesseract,long,1990s,train,61762,61966,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733798bd052c3fbabd8395b,1993-07-22,1993,7,Thursday,tesseract,long,1990s,train,30666,29833,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337aaed052c3fbabd83974,1993-11-15,1993,11,Monday,tesseract,long,1990s,train,30803,30896,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337ab5d052c3fbabd83976,1993-11-23,1993,11,Tuesday,tesseract,long,1990s,train,27866,29452,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337b35d052c3fbabd83981,1993-12-09,1993,12,Thursday,tesseract,long,1990s,train,39323,41485,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337bb3d052c3fbabd8398c,1994-04-25,1994,4,Monday,tesseract,long,1990s,train,30121,31559,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337bc0d052c3fbabd8398d,1994-04-18,1994,4,Monday,tesseract,long,1990s,train,28769,30170,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337c90d052c3fbabd8399d,1994-07-12,1994,7,Tuesday,tesseract,long,1990s,train,29020,29942,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337c99d052c3fbabd839a0,1994-07-11,1994,7,Monday,tesseract,long,1990s,train,34590,35019,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337d3ad052c3fbabd839a9,1994-10-26,1994,10,Wednesday,tesseract,long,1990s,train,30465,31921,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337d46d052c3fbabd839ab,1994-10-31,1994,10,Monday,tesseract,long,1990s,train,28612,30072,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337d48d052c3fbabd839ac,1994-10-19,1994,10,Wednesday,tesseract,long,1990s,train,33422,34913,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337d8ad052c3fbabd839b2,1994-11-07,1994,11,Monday,googlevision,long,1990s,train,32545,31759,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337d93d052c3fbabd839b4,1994-11-14,1994,11,Monday,googlevision,long,1990s,train,31963,31537,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337f0ed052c3fbabd839d1,1995-06-20,1995,6,Tuesday,tesseract,long,1990s,train,29933,31288,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337fb3d052c3fbabd839e1,1995-08-21,1995,8,Monday,tesseract,long,1990s,train,33136,34387,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67337fbdd052c3fbabd839e3,1995-08-23,1995,8,Wednesday,tesseract,long,1990s,train,34243,36238,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338030d052c3fbabd839ed,1995-10-18,1995,10,Wednesday,tesseract,long,1990s,train,28728,30269,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673380bad052c3fbabd839f6,1995-11-06,1995,11,Monday,tesseract,long,1990s,train,45263,47398,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673380d9d052c3fbabd839fb,1995-11-22,1995,11,Wednesday,tesseract,long,1990s,train,27373,28728,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338169d052c3fbabd83a09,1995-12-13,1995,12,Wednesday,tesseract,long,1990s,train,37999,39872,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338215d052c3fbabd83a15,1996-04-03,1996,4,Wednesday,tesseract,long,1990s,train,28889,30289,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733827dd052c3fbabd83a21,1996-04-22,1996,4,Monday,tesseract,long,1990s,train,32749,34367,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338335d052c3fbabd83a2f,1996-07-16,1996,7,Tuesday,tesseract,long,1990s,train,29184,30653,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338378d052c3fbabd83a38,1996-07-23,1996,7,Tuesday,tesseract,long,1990s,train,50492,52582,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733838ed052c3fbabd83a3a,1996-07-30,1996,7,Tuesday,tesseract,long,1990s,train,51185,53520,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673383a8d052c3fbabd83a3d,1996-10-14,1996,10,Monday,tesseract,long,1990s,train,28803,30280,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673383b8d052c3fbabd83a3f,1996-10-25,1996,10,Friday,tesseract,long,1990s,train,11459,12125,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338472d052c3fbabd83a4c,1996-11-05,1996,11,Tuesday,tesseract,long,1990s,train,44021,46234,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673384fbd052c3fbabd83a57,1996-12-03,1996,12,Tuesday,tesseract,long,1990s,train,35491,37178,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338502d052c3fbabd83a59,1996-12-02,1996,12,Monday,tesseract,long,1990s,train,42658,44771,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338569d052c3fbabd83a61,1996-12-18,1996,12,Wednesday,tesseract,long,1990s,train,43355,45571,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733868ad052c3fbabd83a70,1997-04-15,1997,4,Tuesday,tesseract,long,1990s,train,26426,27713,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673386a1d052c3fbabd83a71,1997-04-16,1997,4,Wednesday,tesseract,long,1990s,train,29246,30737,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338794d052c3fbabd83a86,1997-07-22,1997,7,Tuesday,tesseract,long,1990s,train,33591,35257,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673387d2d052c3fbabd83a8e,1997-10-17,1997,10,Friday,tesseract,short,1990s,train,372,369,short,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6733888dd052c3fbabd83a9f,1997-11-06,1997,11,Thursday,tesseract,long,1990s,train,31958,33751,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673389afd052c3fbabd83ab6,1997-12-15,1997,12,Monday,tesseract,long,1990s,train,45835,48110,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338a52d052c3fbabd83ac4,1998-04-08,1998,4,Wednesday,pdfplumber,long,1990s,train,46263,46263,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338a98d052c3fbabd83ac8,1998-04-23,1998,4,Thursday,pdfplumber,long,1990s,train,26695,26695,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338ad2d052c3fbabd83ad2,1998-05-06,1998,5,Wednesday,pdfplumber,long,1990s,train,42548,42548,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338be3d052c3fbabd83ae9,1998-10-22,1998,10,Thursday,pdfplumber,long,1990s,train,40195,40195,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338cdfd052c3fbabd83afa,1998-11-30,1998,11,Monday,pdfplumber,long,1990s,train,39199,39199,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338d71d052c3fbabd83b06,1999-04-14,1999,4,Wednesday,pdfplumber,long,1990s,train,42185,42185,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338df0d052c3fbabd83b0f,1999-05-05,1999,5,Wednesday,pdfplumber,long,1990s,train,40140,40140,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338e9ad052c3fbabd83b1d,1999-07-20,1999,7,Tuesday,pdfplumber,long,1990s,train,48284,48284,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338ec4d052c3fbabd83b20,1999-10-20,1999,10,Wednesday,pdfplumber,long,1990s,train,41195,41195,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67338f2cd052c3fbabd83b23,1999-11-03,1999,11,Wednesday,pdfplumber,long,1990s,train,41837,41837,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67339095d052c3fbabd83b43,2000-03-13,2000,3,Monday,pdfplumber,long,2000s,train,62684,62684,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673390ead052c3fbabd83b44,2000-03-30,2000,3,Thursday,pdfplumber,long,2000s,train,40783,40783,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67339122d052c3fbabd83b4d,2000-03-29,2000,3,Wednesday,pdfplumber,long,2000s,train,58939,58939,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67339394d052c3fbabd83b72,2000-11-14,2000,11,Tuesday,pdfplumber,long,2000s,train,62590,62590,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673393ded052c3fbabd83b75,2000-11-15,2000,11,Wednesday,pdfplumber,long,2000s,train,85847,85847,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67339470d052c3fbabd83b7b,2000-12-05,2000,12,Tuesday,pdfplumber,long,2000s,train,45645,45645,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67339480d052c3fbabd83b7f,2000-12-07,2000,12,Thursday,pdfplumber,long,2000s,train,46158,46158,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673394a9d052c3fbabd83b83,2000-12-13,2000,12,Wednesday,pdfplumber,long,2000s,train,53078,53078,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346bc5538e3ad97ae5deaf,2001-10-19,2001,10,Friday,pdfplumber,long,2000s,train,13864,13864,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346c1c538e3ad97ae5deb4,2001-10-29,2001,10,Monday,pdfplumber,long,2000s,train,45097,45097,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346c41538e3ad97ae5deb6,2001-10-31,2001,10,Wednesday,pdfplumber,long,2000s,train,49657,49657,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346cad538e3ad97ae5debb,2001-11-08,2001,11,Thursday,pdfplumber,long,2000s,train,45360,45360,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346de9538e3ad97ae5dec9,2002-03-12,2002,3,Tuesday,pdfplumber,long,2000s,train,50093,50093,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346e86538e3ad97ae5ded3,2002-04-02,2002,4,Tuesday,pdfplumber,long,2000s,train,67185,67185,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346e9d538e3ad97ae5ded4,2002-04-03,2002,4,Wednesday,pdfplumber,long,2000s,train,67621,67621,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346f61538e3ad97ae5dedd,2002-06-26,2002,6,Wednesday,pdfplumber,long,2000s,train,51076,51076,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67346fdd538e3ad97ae5dee1,2002-09-16,2002,9,Monday,pdfplumber,long,2000s,train,47786,47786,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347230538e3ad97ae5df00,2003-03-11,2003,3,Tuesday,pdfplumber,long,2000s,train,56734,56734,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673473ab538e3ad97ae5df13,2003-06-17,2003,6,Tuesday,pdfplumber,long,2000s,train,47673,47673,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673473f9538e3ad97ae5df17,2003-06-24,2003,6,Tuesday,pdfplumber,long,2000s,train,55107,55107,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347622538e3ad97ae5df34,2003-10-15,2003,10,Wednesday,pdfplumber,long,2000s,train,56234,56234,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347795538e3ad97ae5df43,2004-05-17,2004,5,Monday,pdfplumber,medium,2000s,train,7539,7539,medium,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734784f538e3ad97ae5df4e,2004-06-03,2004,6,Thursday,pdfplumber,long,2000s,train,40444,40444,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347999538e3ad97ae5df5f,2004-09-02,2004,9,Thursday,pdfplumber,long,2000s,train,43629,43629,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673479fb538e3ad97ae5df66,2004-09-14,2004,9,Tuesday,pdfplumber,long,2000s,train,45015,45015,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347a6b538e3ad97ae5df6d,2004-09-27,2004,9,Monday,pdfplumber,long,2000s,train,57036,57036,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347a7d538e3ad97ae5df6e,2004-09-28,2004,9,Tuesday,pdfplumber,long,2000s,train,59514,59514,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347ba5538e3ad97ae5df7e,2004-11-30,2004,11,Tuesday,pdfplumber,long,2000s,train,47765,47765,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347bc3538e3ad97ae5df80,2004-12-02,2004,12,Thursday,pdfplumber,long,2000s,train,45774,45774,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347cc7538e3ad97ae5df8c,2005-03-28,2005,3,Monday,pdfplumber,long,2000s,train,51169,51169,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347df7538e3ad97ae5df9b,2005-06-23,2005,6,Thursday,pdfplumber,long,2000s,train,47933,47933,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347f1b538e3ad97ae5dfa8,2005-09-29,2005,9,Thursday,pdfplumber,long,2000s,train,48935,48935,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67347f4e538e3ad97ae5dfac,2005-10-05,2005,10,Wednesday,pdfplumber,long,2000s,train,49154,49154,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734801a538e3ad97ae5dfb5,2005-11-22,2005,11,Tuesday,pdfplumber,long,2000s,train,64429,64429,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348141538e3ad97ae5dfc0,2006-03-14,2006,3,Tuesday,pdfplumber,long,2000s,train,50179,50179,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348301538e3ad97ae5dfd9,2006-04-26,2006,4,Wednesday,pdfplumber,long,2000s,train,86661,86661,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734841e538e3ad97ae5dfe8,2006-07-10,2006,7,Monday,pdfplumber,long,2000s,train,48597,48597,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673485a3538e3ad97ae5dffe,2006-09-18,2006,9,Monday,pdfplumber,long,2000s,train,53488,53488,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348687538e3ad97ae5e009,2006-11-16,2006,11,Thursday,pdfplumber,long,2000s,train,42426,42426,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673486a5538e3ad97ae5e00b,2006-11-21,2006,11,Tuesday,pdfplumber,long,2000s,train,47245,47245,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348751538e3ad97ae5e015,2006-12-07,2006,12,Thursday,pdfplumber,long,2000s,train,46167,46167,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348ae8538e3ad97ae5e031,2008-06-26,2008,6,Thursday,pdfplumber,long,2000s,train,20595,20595,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348af8538e3ad97ae5e032,2008-06-30,2008,6,Monday,pdfplumber,long,2000s,train,49810,49810,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348c2b538e3ad97ae5e040,2008-08-20,2008,8,Wednesday,pdfplumber,long,2000s,train,46131,46131,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348d9b538e3ad97ae5e053,2008-11-05,2008,11,Wednesday,pdfplumber,long,2000s,train,46609,46609,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348dd7538e3ad97ae5e057,2008-11-12,2008,11,Wednesday,pdfplumber,long,2000s,train,41843,41843,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67348fec538e3ad97ae5e070,2009-02-24,2009,2,Tuesday,pdfplumber,long,2000s,train,62530,62530,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673491be538e3ad97ae5e085,2009-06-24,2009,6,Wednesday,pdfplumber,long,2000s,train,65282,65282,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673491cf538e3ad97ae5e086,2009-06-25,2009,6,Thursday,pdfplumber,long,2000s,train,51449,51449,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349222538e3ad97ae5e08a,2009-07-02,2009,7,Thursday,pdfplumber,long,2000s,train,84383,84383,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734927c538e3ad97ae5e08b,2009-10-19,2009,10,Monday,pdfplumber,long,2000s,train,43845,43845,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349342538e3ad97ae5e097,2009-11-05,2009,11,Thursday,pdfplumber,long,2000s,train,44751,44751,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673493dd538e3ad97ae5e09e,2009-11-18,2009,11,Wednesday,pdfplumber,long,2000s,train,53735,53735,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349509538e3ad97ae5e0ac,2009-12-15,2009,12,Tuesday,tesseract,long,2000s,train,77353,81049,long,ocr_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349740538e3ad97ae5e0c5,2010-04-21,2010,4,Wednesday,pdfplumber,long,2010s,train,70386,70386,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
673498aa538e3ad97ae5e0d8,2010-07-06,2010,7,Tuesday,pdfplumber,long,2010s,train,48449,48449,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349955538e3ad97ae5e0df,2010-10-12,2010,10,Tuesday,pdfplumber,long,2010s,train,45227,45227,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349a91538e3ad97ae5e0f1,2010-11-11,2010,11,Thursday,pdfplumber,long,2010s,train,45445,45445,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349ba5538e3ad97ae5e0ff,2010-12-15,2010,12,Wednesday,pdfplumber,long,2010s,train,96880,96880,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349c8b538e3ad97ae5e109,2011-03-22,2011,3,Tuesday,pdfplumber,long,2010s,train,81272,81272,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349d1a538e3ad97ae5e111,2011-04-05,2011,4,Tuesday,pdfplumber,long,2010s,train,57522,57522,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349e32538e3ad97ae5e11d,2011-06-28,2011,6,Tuesday,pdfplumber,long,2010s,train,70678,70678,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349f7a538e3ad97ae5e12a,2011-10-19,2011,10,Wednesday,pdfplumber,long,2010s,train,76042,76042,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349fa3538e3ad97ae5e12c,2011-10-24,2011,10,Monday,pdfplumber,long,2010s,train,85618,85618,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
67349fc2538e3ad97ae5e12d,2011-10-31,2011,10,Monday,pdfplumber,long,2010s,train,91609,91609,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a117538e3ad97ae5e13d,2011-11-30,2011,11,Wednesday,pdfplumber,long,2010s,train,93129,93129,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a1c1538e3ad97ae5e143,2012-03-19,2012,3,Monday,pdfplumber,long,2010s,train,67918,67918,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a202538e3ad97ae5e146,2012-03-22,2012,3,Thursday,pdfplumber,long,2010s,train,50141,50141,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a2ee538e3ad97ae5e151,2012-04-16,2012,4,Monday,pdfplumber,long,2010s,train,84012,84012,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a50a538e3ad97ae5e167,2012-10-02,2012,10,Tuesday,pdfplumber,long,2010s,train,59825,59825,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a67a538e3ad97ae5e17a,2012-11-06,2012,11,Tuesday,pdfplumber,long,2010s,train,65578,65578,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a6b9538e3ad97ae5e17d,2012-11-19,2012,11,Monday,pdfplumber,long,2010s,train,72292,72292,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a7fb538e3ad97ae5e188,2013-06-27,2013,6,Thursday,pdfplumber,long,2010s,train,52358,52358,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a840538e3ad97ae5e18b,2013-07-03,2013,7,Wednesday,pdfplumber,long,2010s,train,81352,81352,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a8ca538e3ad97ae5e191,2013-07-15,2013,7,Monday,pdfplumber,long,2010s,train,50603,50603,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a8fb538e3ad97ae5e193,2013-07-17,2013,7,Wednesday,pdfplumber,long,2010s,train,99830,99830,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a97e538e3ad97ae5e198,2013-09-26,2013,9,Thursday,pdfplumber,long,2010s,train,53659,53659,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734a997538e3ad97ae5e199,2013-09-30,2013,9,Monday,pdfplumber,long,2010s,train,81866,81866,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734ac23538e3ad97ae5e1b6,2013-12-04,2013,12,Wednesday,pdfplumber,long,2010s,train,84512,84512,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734af96538e3ad97ae5e1dd,2014-10-27,2014,10,Monday,pdfplumber,long,2010s,train,70853,70853,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734afef538e3ad97ae5e1e1,2014-11-03,2014,11,Monday,pdfplumber,long,2010s,train,90459,90459,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b0d2538e3ad97ae5e1eb,2014-11-19,2014,11,Wednesday,pdfplumber,long,2010s,train,83111,83111,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b1c2538e3ad97ae5e1f4,2015-03-12,2015,3,Thursday,pdfplumber,long,2010s,train,45898,45898,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b1d8538e3ad97ae5e1f5,2015-03-16,2015,3,Monday,pdfplumber,long,2010s,train,68771,68771,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b2bc538e3ad97ae5e1ff,2015-04-01,2015,4,Wednesday,pdfplumber,long,2010s,train,68899,68899,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b30c538e3ad97ae5e202,2015-04-07,2015,4,Tuesday,pdfplumber,long,2010s,train,74923,74923,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b331538e3ad97ae5e203,2015-04-08,2015,4,Wednesday,pdfplumber,long,2010s,train,118996,118996,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b4d3538e3ad97ae5e214,2015-06-18,2015,6,Thursday,pdfplumber,long,2010s,train,53717,53717,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b633538e3ad97ae5e220,2015-11-04,2015,11,Wednesday,pdfplumber,long,2010s,train,104270,104270,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b719538e3ad97ae5e229,2015-11-26,2015,11,Thursday,pdfplumber,long,2010s,train,78863,78863,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b888538e3ad97ae5e237,2016-03-17,2016,3,Thursday,pdfplumber,long,2010s,train,54643,54643,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b907538e3ad97ae5e23c,2016-03-28,2016,3,Monday,pdfplumber,long,2010s,train,51741,51741,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734b92b538e3ad97ae5e23e,2016-03-30,2016,3,Wednesday,pdfplumber,long,2010s,train,50038,50038,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734ba0e538e3ad97ae5e248,2016-05-23,2016,5,Monday,pdfplumber,long,2010s,train,47732,47732,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734baff538e3ad97ae5e24f,2016-10-20,2016,10,Thursday,pdfplumber,long,2010s,train,50471,50471,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734bc4e538e3ad97ae5e25c,2016-11-10,2016,11,Thursday,pdfplumber,long,2010s,train,90870,90870,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734beaf538e3ad97ae5e274,2017-04-03,2017,4,Monday,pdfplumber,long,2010s,train,74341,74341,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734bfcc538e3ad97ae5e27e,2017-08-02,2017,8,Wednesday,pdfplumber,long,2010s,train,51059,51059,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c030538e3ad97ae5e282,2017-08-09,2017,8,Wednesday,pdfplumber,long,2010s,train,128967,128967,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c1c6538e3ad97ae5e292,2017-11-14,2017,11,Tuesday,pdfplumber,long,2010s,train,90986,90986,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c30e538e3ad97ae5e29d,2018-03-05,2018,3,Monday,pdfplumber,medium,2010s,train,5848,5848,medium,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c482538e3ad97ae5e2b0,2018-04-05,2018,4,Thursday,pdfplumber,long,2010s,train,26212,26212,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c4fa538e3ad97ae5e2b4,2018-07-19,2018,7,Thursday,pdfplumber,long,2010s,train,50437,50437,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c660538e3ad97ae5e2c3,2018-08-15,2018,8,Wednesday,pdfplumber,long,2010s,train,78361,78361,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c6f8538e3ad97ae5e2c9,2018-10-22,2018,10,Monday,pdfplumber,long,2010s,train,63914,63914,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
6734c7d3538e3ad97ae5e2d2,2018-11-12,2018,11,Monday,pdfplumber,long,2010s,train,73881,73881,long,content_text,99.60665269042627,A+,2025-06-04 18:19:03.766570
